Signal,SCR,SCL
5.9715,0.0,5.816801301870454
5.971,0.0,5.818147799774891
5.97,0.0,5.819494297679328
5.969,0.0,5.8208407955837655
5.9685,0.0,5.822187293488203
5.9665,0.0,5.82353379139264
5.964,0.0,5.824880289297077
5.9625,0.0,5.826226787201515
5.9605,0.0,5.827573285105951
5.9585,0.0,5.828919783010389
5.9575,0.0,5.8302662809148265
5.956,0.0,5.831612778819263
5.9545,0.0,5.832959276723701
5.952,0.0,5.834305774628138
5.9495,0.0,5.835652272532576
5.947,0.0,5.836998770437012
5.946,0.0,5.83834526834145
5.9445,0.0,5.839691766245887
5.944,0.0,5.841038264150324
5.9445,0.0,5.8423847620547615
5.9435,0.0,5.843731259959199
5.9435,0.0,5.845077757863637
5.9435,0.0,5.846424255768073
5.9445,0.0,5.847770753672511
5.9465,0.0,5.849117251576948
5.95,0.0,5.850463749481385
5.9535,0.0,5.8518102473858224
5.959,0.0,5.85315674529026
5.963,0.0,5.8545032431946975
5.968,0.0,5.855849741099134
5.9725,0.0,5.857196239003572
5.9795,0.0,5.858542736908009
5.985,0.0,5.859889234812446
5.9925,0.0,5.861235732716883
6,0.0,5.862582230621321
6.0065,0.0,5.8639287285257575
6.0135,0.0,5.865275226430195
6.019,0.0,5.866621724334633
6.024,0.0,5.86796822223907
6.029,0.0,5.869314720143507
6.0345,0.0,5.870661218047944
6.04,0.0,5.872007715952382
6.0455,0.0,5.873354213856818
6.0495,0.0,5.874700711761256
6.0535,0.0,5.8760472096656935
6.056,0.0,5.87739370757013
6.0595,0.0,5.878740205474568
6.062,0.0,5.880086703379005
6.0645,0.0,5.881433201283443
6.0675,0.0,5.882779699187879
6.0705,0.0,5.884126197092317
6.0735,0.0,5.885472694996754
6.0755,0.0,5.886819192901191
6.077,0.0,5.888165690805629
6.079,0.0,5.889512188710066
6.079,0.0,5.890858686614504
6.0805,0.0,5.89220518451894
6.082,0.0,5.893551682423378
6.084,0.0,5.894898180327815
6.086,0.0,5.896244678232252
6.0875,0.0,5.8975911761366895
6.088,0.0,5.898937674041127
6.0875,0.0,5.900284171945564
6.0885,0.0,5.901630669850001
6.09,0.0,5.902977167754439
6.092,0.0,5.904323665658875
6.0935,0.0,5.905670163563313
6.095,0.0,5.90701666146775
6.0955,0.0,5.908363159372188
6.0965,0.0,5.909709657276625
6.0955,0.0,5.911056155181062
6.095,0.0,5.9124026530855
6.0945,0.0,5.913749150989937
6.0945,0.0,5.915095648894374
6.0945,0.0,5.916442146798811
6.094,0.0,5.917788644703249
6.093,0.0,5.9191351426076855
6.091,0.0,5.920481640512123
6.09,0.0,5.9218281384165605
6.0885,0.0,5.923174636320997
6.0875,0.0,5.924521134225435
6.086,0.0,5.925867632129872
6.0855,0.0,5.92721413003431
6.0835,0.0,5.928560627938746
6.0815,0.0,5.929907125843184
6.079,0.0,5.931253623747621
6.077,0.0,5.932600121652058
6.0745,0.0,5.933946619556496
6.073,0.0,5.935293117460933
6.071,0.0,5.936639615365371
6.069,0.0,5.937986113269807
6.0655,0.0,5.939332611174245
6.063,0.0,5.940679109078682
6.0595,0.0,5.942025606983119
6.056,0.0,5.9433721048875565
6.053,0.0,5.944718602791994
6.05,0.0,5.946065100696431
6.048,0.0,5.947411598600868
6.0455,0.0,5.948758096505306
6.0435,0.0,5.950104594409743
6.04,0.0,5.95145109231418
6.038,0.0,5.952797590218617
6.036,0.0,5.954144088123055
6.0345,0.0,5.955490586027492
6.034,0.0,5.956837083931929
6.0345,0.0,5.958183581836367
6.035,0.0,5.959530079740803
6.036,0.0,5.960876577645241
6.036,0.0,5.962223075549678
6.037,0.0,5.963569573454116
6.0385,0.0,5.9649160713585525
6.0395,0.0,5.96626256926299
6.041,0.0,5.96626256926299
6.044,0.0,5.967544947419231
6.0465,0.0,5.9688273255754725
6.0495,0.0,5.970109703731713
6.0515,0.0,5.971392081887954
6.054,0.0,5.972674460044195
6.0565,0.0,5.973956838200436
6.0585,0.0,5.975239216356678
6.0615,0.0,5.976521594512919
6.064,0.0,5.977803972669159
6.066,0.0,5.9790863508254
6.0685,0.0,5.980368728981642
6.069,0.0,5.981651107137883
6.07,0.0,5.982933485294124
6.071,0.0,5.984215863450365
6.072,0.0,5.985498241606606
6.072,0.0,5.986780619762847
6.073,0.0,5.988062997919088
6.073,0.0,5.989345376075329
6.0725,0.0,5.9906277542315705
6.0715,0.0,5.991910132387812
6.071,0.0,5.993192510544052
6.0705,0.0,5.994474888700293
6.07,0.0,5.995757266856534
6.071,0.0,5.997039645012776
6.0715,0.0,5.998322023169017
6.072,0.0,5.999604401325257
6.0715,0.0,6.000886779481498
6.07,0.0,6.00216915763774
6.07,0.0,6.003451535793981
6.0685,0.0,6.004733913950222
6.0695,0.0,6.006016292106463
6.0705,0.0,6.007298670262704
6.0715,0.0,6.008581048418945
6.0725,0.0,6.009863426575186
6.073,0.0,6.011145804731427
6.073,0.0,6.0124281828876684
6.072,0.0,6.01371056104391
6.0715,0.0,6.01499293920015
6.071,0.0,6.016275317356391
6.0715,0.0,6.017557695512632
6.072,0.0,6.018840073668874
6.0725,0.0,6.020122451825115
6.072,0.0,6.021404829981355
6.071,0.0,6.022687208137596
6.07,0.0,6.023969586293838
6.068,0.0,6.025251964450079
6.0675,0.0,6.02653434260632
6.0675,0.0,6.027816720762561
6.066,0.0,6.029099098918802
6.0655,0.0,6.030381477075043
6.065,0.0,6.031663855231284
6.064,0.0,6.032946233387525
6.0625,0.0,6.034228611543766
6.06,0.0,6.035510989700008
6.0595,0.0,6.036793367856248
6.06,0.0,6.038075746012489
6.0605,0.0,6.03935812416873
6.062,0.0,6.040640502324972
6.0635,0.0,6.041922880481213
6.065,0.0,6.043205258637454
6.0695,0.0,6.044487636793694
6.074,0.0,6.045770014949936
6.08,0.0,6.047052393106177
6.089,0.0,6.048334771262418
6.0985,0.0,6.049617149418659
6.1095,0.0,6.0508995275749
6.121,0.0,6.052181905731141
6.1335,0.0,6.053464283887382
6.1465,0.0,6.054746662043623
6.1605,0.0,6.056029040199864
6.176,0.0,6.057311418356106
6.192,0.0,6.058593796512346
6.209,0.0,6.059876174668587
6.2265,0.0,6.061158552824828
6.2425,0.0,6.06244093098107
6.2565,0.0,6.063723309137311
6.272,0.0,6.065005687293552
6.2865,0.0,6.066288065449792
6.301,0.0,6.067570443606034
6.3165,0.0,6.068852821762275
6.3315,0.0,6.070135199918516
6.3455,0.0,6.071417578074757
6.358,0.0,6.072699956230998
6.37,0.0,6.073982334387239
6.382,0.0,6.07526471254348
6.3925,0.0,6.076547090699721
6.404,0.0,6.077829468855962
6.4155,0.0,6.079111847012204
6.4245,0.0,6.080394225168444
6.4345,0.0,6.081676603324685
6.4425,0.0,6.082958981480926
6.4495,0.0,6.084241359637168
6.4555,0.0,6.085523737793409
6.4625,0.0,6.08680611594965
6.469,0.0,6.08808849410589
6.474,0.0,6.089370872262132
6.4795,0.0,6.090653250418373
6.4835,0.0,6.091935628574614
6.4885,0.0,6.093218006730855
6.4935,0.0,6.0945003848870964
6.4975,0.0,6.095782763043337
6.5005,0.0,6.097065141199578
6.503,0.0,6.098347519355819
6.505,0.0,6.09962989751206
6.507,0.0,6.100912275668302
6.509,0.0,6.102194653824542
6.509,0.0,6.103477031980783
6.509,0.0,6.104759410137024
6.507,0.0,6.106041788293266
6.507,0.0,6.107324166449507
6.5065,0.0,6.108606544605748
6.507,0.0,6.109888922761988
6.508,0.0,6.11117130091823
6.5075,0.0,6.112453679074471
6.5065,0.0,6.113736057230712
6.5045,0.0,6.115018435386953
6.5035,0.0,6.116300813543194
6.5025,0.0,6.117583191699435
6.501,0.0,6.118865569855676
6.5005,0.0,6.120147948011917
6.4985,0.0,6.121430326168158
6.4965,0.0,6.1227127043244
6.4935,0.0,6.12399508248064
6.49,0.0,6.125277460636881
6.487,0.0,6.126559838793122
6.484,0.0,6.127842216949364
6.481,0.0,6.129124595105605
6.4785,0.0,6.130406973261846
6.476,0.0,6.131689351418086
6.4725,0.0,6.132971729574328
6.47,0.0,6.134254107730569
6.4665,0.0,6.13553648588681
6.463,0.0,6.136818864043051
6.4595,0.0,6.138101242199292
6.459,0.0,6.139383620355533
6.4575,0.0,6.140665998511774
6.454,0.0,6.141948376668015
6.4505,0.0,6.143230754824256
6.447,0.0,6.144513132980498
6.4425,0.0,6.145795511136739
6.4395,0.0,6.147077889292979
6.4355,0.0,6.14836026744922
6.4325,0.0,6.149642645605462
6.4295,0.0,6.150925023761703
6.426,0.0,6.152207401917944
6.422,0.0,6.153489780074184
6.4175,0.0,6.154772158230426
6.412,0.0,6.156054536386667
6.4075,0.0,6.157336914542908
6.4025,0.0,6.158619292699149
6.3995,0.0,6.15990167085539
6.396,0.0,6.161184049011631
6.392,0.0,6.162466427167872
6.392,0.0,6.163748805324113
6.3905,0.0,6.165031183480354
6.386,0.0,6.166313561636596
6.3825,0.0,6.167595939792837
6.3805,0.0,6.168878317949077
6.3795,0.0,6.170160696105318
6.378,0.0,6.17144307426156
6.3795,0.0,6.172725452417801
6.381,0.0,6.174007830574042
6.384,0.0,6.175290208730283
6.388,0.0,6.1765725868865236
6.3935,0.0,6.177854965042765
6.4005,0.0,6.179137343199006
6.4095,0.0,6.180419721355247
6.4205,0.0,6.181702099511488
6.4305,0.0,6.182984477667729
6.443,0.0,6.18426685582397
6.456,0.0,6.185549233980211
6.4695,0.0,6.186831612136452
6.4825,0.0,6.188113990292694
6.4955,0.0,6.189396368448935
6.5085,0.0,6.190678746605175
6.522,0.0,6.191961124761416
6.535,0.0,6.193243502917658
6.5475,0.0,6.194525881073899
6.558,0.0,6.19580825923014
6.569,0.0,6.19709063738638
6.579,0.0,6.1983730155426215
6.589,0.0,6.199655393698863
6.6,0.0,6.200937771855104
6.6095,0.34819187503948534,6.202220150011345
6.618,0.0,6.203502528167586
6.626,0.0,6.204784906323827
6.6335,0.0,6.206067284480068
6.64,0.0,6.207349662636309
6.647,0.0,6.20863204079255
6.6525,0.0,6.209914418948792
6.658,0.0,6.211196797105033
6.663,0.0,6.212479175261273
6.6675,0.0,6.213761553417514
6.671,0.0,6.215043931573756
6.674,0.0,6.216326309729997
6.677,0.0,6.217608687886238
6.6805,0.0,6.218891066042479
